,name,genre,type,episodes,rating,members
84,Baccano!,Mystery,TV,13,8.54,363215
84,Baccano!,Seinen,TV,13,8.54,363215
84,Baccano!,Supernatural,TV,13,8.54,363215
85,Mushishi Zoku Shou: Odoro no Michi,Adventure,Special,1,8.54,34011
85,Mushishi Zoku Shou: Odoro no Michi,Fantasy,Special,1,8.54,34011
85,Mushishi Zoku Shou: Odoro no Michi,Historical,Special,1,8.54,34011
85,Mushishi Zoku Shou: Odoro no Michi,Mystery,Special,1,8.54,34011
85,Mushishi Zoku Shou: Odoro no Michi,Seinen,Special,1,8.54,34011
85,Mushishi Zoku Shou: Odoro no Michi,Slice of Life,Special,1,8.54,34011
85,Mushishi Zoku Shou: Odoro no Michi,Supernatural,Special,1,8.54,34011
86,Shingeki no Kyojin,Action,TV,25,8.54,896229
86,Shingeki no Kyojin,Drama,TV,25,8.54,896229
86,Shingeki no Kyojin,Fantasy,TV,25,8.54,896229
86,Shingeki no Kyojin,Shounen,TV,25,8.54,896229
86,Shingeki no Kyojin,Super Power,TV,25,8.54,896229
87,Bakuman. 2nd Season,Comedy,TV,25,8.53,151561
87,Bakuman. 2nd Season,Drama,TV,25,8.53,151561
87,Bakuman. 2nd Season,Romance,TV,25,8.53,151561
87,Bakuman. 2nd Season,Shounen,TV,25,8.53,151561
88,Cross Game,Comedy,TV,50,8.53,53108
88,Cross Game,Drama,TV,50,8.53,53108
88,Cross Game,Romance,TV,50,8.53,53108
88,Cross Game,School,TV,50,8.53,53108
88,Cross Game,Sports,TV,50,8.53,53108
89,Doukyuusei (Movie),Romance,Movie,1,8.53,28864
89,Doukyuusei (Movie),School,Movie,1,8.53,28864
89,Doukyuusei (Movie),Shounen Ai,Movie,1,8.53,28864
89,Doukyuusei (Movie),Slice of Life,Movie,1,8.53,28864
90,Evangelion: 2.0 You Can (Not) Advance,Action,Movie,1,8.53,182224
90,Evangelion: 2.0 You Can (Not) Advance,Mecha,Movie,1,8.53,182224
90,Evangelion: 2.0 You Can (Not) Advance,Sci-Fi,Movie,1,8.53,182224
91,Shinsekai yori,Drama,TV,25,8.53,288376
91,Shinsekai yori,Horror,TV,25,8.53,288376
91,Shinsekai yori,Mystery,TV,25,8.53,288376
91,Shinsekai yori,Sci-Fi,TV,25,8.53,288376
91,Shinsekai yori,Supernatural,TV,25,8.53,288376
92,Uchuu Senkan Yamato 2199,Action,OVA,26,8.53,44223
92,Uchuu Senkan Yamato 2199,Drama,OVA,26,8.53,44223
92,Uchuu Senkan Yamato 2199,Military,OVA,26,8.53,44223
92,Uchuu Senkan Yamato 2199,Sci-Fi,OVA,26,8.53,44223
92,Uchuu Senkan Yamato 2199,Space,OVA,26,8.53,44223
93,Chihayafuru 2,Drama,TV,25,8.52,86074
93,Chihayafuru 2,Game,TV,25,8.52,86074
93,Chihayafuru 2,Josei,TV,25,8.52,86074
93,Chihayafuru 2,Slice of Life,TV,25,8.52,86074
93,Chihayafuru 2,Sports,TV,25,8.52,86074
94,Fate/Zero,Action,TV,13,8.51,453630
94,Fate/Zero,Fantasy,TV,13,8.51,453630
94,Fate/Zero,Supernatural,TV,13,8.51,453630
95,JoJo no Kimyou na Bouken (TV),Action,TV,26,8.51,190197
95,JoJo no Kimyou na Bouken (TV),Adventure,TV,26,8.51,190197
95,JoJo no Kimyou na Bouken (TV),Shounen,TV,26,8.51,190197
95,JoJo no Kimyou na Bouken (TV),Supernatural,TV,26,8.51,190197
95,JoJo no Kimyou na Bouken (TV),Vampire,TV,26,8.51,190197
96,Mahou Shoujo Madoka★Magica,Drama,TV,12,8.51,462974
96,Mahou Shoujo Madoka★Magica,Magic,TV,12,8.51,462974
96,Mahou Shoujo Madoka★Magica,Psychological,TV,12,8.51,462974
96,Mahou Shoujo Madoka★Magica,Thriller,TV,12,8.51,462974
97,Nichijou,Comedy,TV,26,8.52,254436
97,Nichijou,School,TV,26,8.52,254436
97,Nichijou,Slice of Life,TV,26,8.52,254436
98,Psycho-Pass,Action,TV,22,8.5,509109
98,Psycho-Pass,Police,TV,22,8.5,509109
98,Psycho-Pass,Psychological,TV,22,8.5,509109
98,Psycho-Pass,Sci-Fi,TV,22,8.5,509109
99,Barakamon,Comedy,TV,12,8.5,225927
99,Barakamon,Slice of Life,TV,12,8.5,225927
100,Diamond no Ace: Second Season,Comedy,TV,51,8.5,38531
100,Diamond no Ace: Second Season,School,TV,51,8.5,38531
100,Diamond no Ace: Second Season,Shounen,TV,51,8.5,38531
100,Diamond no Ace: Second Season,Sports,TV,51,8.5,38531
101,Magi: The Kingdom of Magic,Action,TV,25,8.5,245026
101,Magi: The Kingdom of Magic,Adventure,TV,25,8.5,245026
101,Magi: The Kingdom of Magic,Fantasy,TV,25,8.5,245026
101,Magi: The Kingdom of Magic,Magic,TV,25,8.5,245026
101,Magi: The Kingdom of Magic,Shounen,TV,25,8.5,245026
102,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Drama,Movie,1,8.5,135735
102,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Magic,Movie,1,8.5,135735
102,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Psychological,Movie,1,8.5,135735
102,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Thriller,Movie,1,8.5,135735
103,Major: World Series,Comedy,OVA,2,8.5,13405
103,Major: World Series,Drama,OVA,2,8.5,13405
103,Major: World Series,Sports,OVA,2,8.5,13405
104,Samurai Champloo,Action,TV,26,8.5,390076
104,Samurai Champloo,Adventure,TV,26,8.5,390076
104,Samurai Champloo,Comedy,TV,26,8.5,390076
104,Samurai Champloo,Historical,TV,26,8.5,390076
104,Samurai Champloo,Samurai,TV,26,8.5,390076
104,Samurai Champloo,Shounen,TV,26,8.5,390076
105,Shokugeki no Souma: Ni no Sara,Ecchi,TV,13,8.5,185015
105,Shokugeki no Souma: Ni no Sara,School,TV,13,8.5,185015
105,Shokugeki no Souma: Ni no Sara,Shounen,TV,13,8.5,185015
106,Katanagatari,Action,TV,12,8.49,207241
106,Katanagatari,Adventure,TV,12,8.49,207241
106,Katanagatari,Historical,TV,12,8.49,207241
106,Katanagatari,Martial Arts,TV,12,8.49,207241
106,Katanagatari,Romance,TV,12,8.49,207241
107,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Drama,Movie,1,8.49,85361
107,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Magic,Movie,1,8.49,85361
107,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Psychological,Movie,1,8.49,85361
107,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Thriller,Movie,1,8.49,85361
108,Major S6,Comedy,TV,25,8.49,24788
108,Major S6,Drama,TV,25,8.49,24788
108,Major S6,Sports,TV,25,8.49,24788
109,Mononoke,Demons,TV,12,8.49,88850
109,Mononoke,Fantasy,TV,12,8.49,88850
109,Mononoke,Historical,TV,12,8.49,88850
109,Mononoke,Horror,TV,12,8.49,88850
109,Mononoke,Mystery,TV,12,8.49,88850
109,Mononoke,Seinen,TV,12,8.49,88850
109,Mononoke,Supernatural,TV,12,8.49,88850
110,Shirobako,Comedy,TV,24,8.49,146895
110,Shirobako,Drama,TV,24,8.49,146895
111,Ashita no Joe 2,Drama,TV,47,8.48,6259
111,Ashita no Joe 2,Sports,TV,47,8.48,6259
112,Hunter x Hunter,Action,TV,62,8.48,166255
112,Hunter x Hunter,Adventure,TV,62,8.48,166255
112,Hunter x Hunter,Shounen,TV,62,8.48,166255
112,Hunter x Hunter,Super Power,TV,62,8.48,166255
113,Noragami Aragoto,Action,TV,13,8.48,299434
113,Noragami Aragoto,Adventure,TV,13,8.48,299434
113,Noragami Aragoto,Shounen,TV,13,8.48,299434
113,Noragami Aragoto,Supernatural,TV,13,8.48,299434
114,Sakamichi no Apollon,Drama,TV,12,8.48,146592
114,Sakamichi no Apollon,Josei,TV,12,8.48,146592
114,Sakamichi no Apollon,Music,TV,12,8.48,146592
114,Sakamichi no Apollon,Romance,TV,12,8.48,146592
114,Sakamichi no Apollon,School,TV,12,8.48,146592
115,Tonari no Totoro,Adventure,Movie,1,8.48,271484
115,Tonari no Totoro,Comedy,Movie,1,8.48,271484
115,Tonari no Totoro,Supernatural,Movie,1,8.48,271484
116,Ghost in the Shell: Stand Alone Complex,Action,TV,26,8.47,194491
116,Ghost in the Shell: Stand Alone Complex,Mecha,TV,26,8.47,194491
116,Ghost in the Shell: Stand Alone Complex,Military,TV,26,8.47,194491
116,Ghost in the Shell: Stand Alone Complex,Police,TV,26,8.47,194491
116,Ghost in the Shell: Stand Alone Complex,Sci-Fi,TV,26,8.47,194491
116,Ghost in the Shell: Stand Alone Complex,Seinen,TV,26,8.47,194491
117,Kaze no Tani no Nausicaä,Adventure,Movie,1,8.47,143273
117,Kaze no Tani no Nausicaä,Fantasy,Movie,1,8.47,143273
118,No Game No Life,Adventure,TV,12,8.47,602291
118,No Game No Life,Comedy,TV,12,8.47,602291
118,No Game No Life,Ecchi,TV,12,8.47,602291
118,No Game No Life,Fantasy,TV,12,8.47,602291
118,No Game No Life,Game,TV,12,8.47,602291
118,No Game No Life,Supernatural,TV,12,8.47,602291
119,Romeo no Aoi Sora,Adventure,TV,33,8.47,15074
119,Romeo no Aoi Sora,Drama,TV,33,8.47,15074
119,Romeo no Aoi Sora,Historical,TV,33,8.47,15074
119,Romeo no Aoi Sora,Slice of Life,TV,33,8.47,15074
120,Yuu☆Yuu☆Hakusho,Action,TV,112,8.47,195017
120,Yuu☆Yuu☆Hakusho,Comedy,TV,112,8.47,195017
120,Yuu☆Yuu☆Hakusho,Demons,TV,112,8.47,195017
120,Yuu☆Yuu☆Hakusho,Fantasy,TV,112,8.47,195017
120,Yuu☆Yuu☆Hakusho,Martial Arts,TV,112,8.47,195017
120,Yuu☆Yuu☆Hakusho,School,TV,112,8.47,195017
120,Yuu☆Yuu☆Hakusho,Shounen,TV,112,8.47,195017
121,Kino no Tabi: The Beautiful World,Action,TV,13,8.46,102822
121,Kino no Tabi: The Beautiful World,Adventure,TV,13,8.46,102822
121,Kino no Tabi: The Beautiful World,Slice of Life,TV,13,8.46,102822
122,Kuroko no Basket,Comedy,TV,25,8.46,338315
122,Kuroko no Basket,School,TV,25,8.46,338315
122,Kuroko no Basket,Shounen,TV,25,8.46,338315
122,Kuroko no Basket,Sports,TV,25,8.46,338315
123,Nodame Cantabile,Comedy,TV,23,8.46,157025
123,Nodame Cantabile,Drama,TV,23,8.46,157025
123,Nodame Cantabile,Josei,TV,23,8.46,157025
123,Nodame Cantabile,Music,TV,23,8.46,157025
123,Nodame Cantabile,Romance,TV,23,8.46,157025
123,Nodame Cantabile,Slice of Life,TV,23,8.46,157025
124,Ookami to Koushinryou II,Adventure,TV,12,8.46,210491
124,Ookami to Koushinryou II,Fantasy,TV,12,8.46,210491
124,Ookami to Koushinryou II,Historical,TV,12,8.46,210491
124,Ookami to Koushinryou II,Romance,TV,12,8.46,210491
125,Shingeki no Kyojin: Kuinaki Sentaku,Action,OVA,2,8.45,92543
125,Shingeki no Kyojin: Kuinaki Sentaku,Fantasy,OVA,2,8.45,92543
125,Shingeki no Kyojin: Kuinaki Sentaku,Shoujo,OVA,2,8.45,92543
125,Shingeki no Kyojin: Kuinaki Sentaku,Supernatural,OVA,2,8.45,92543
126,Steins;Gate: Oukoubakko no Poriomania,Sci-Fi,Special,1,8.46,159548
126,Steins;Gate: Oukoubakko no Poriomania,Thriller,Special,1,8.46,159548
127,Fate/stay night: Unlimited Blade Works 2nd Season,Action,TV,13,8.45,205987
127,Fate/stay night: Unlimited Blade Works 2nd Season,Fantasy,TV,13,8.45,205987
127,Fate/stay night: Unlimited Blade Works 2nd Season,Magic,TV,13,8.45,205987
127,Fate/stay night: Unlimited Blade Works 2nd Season,Shounen,TV,13,8.45,205987
127,Fate/stay night: Unlimited Blade Works 2nd Season,Supernatural,TV,13,8.45,205987
128,Kemono no Souja Erin,Drama,TV,50,8.45,36751
128,Kemono no Souja Erin,Fantasy,TV,50,8.45,36751
129,Kizumonogatari I: Tekketsu-hen,Mystery,Movie,1,8.45,99579
129,Kizumonogatari I: Tekketsu-hen,Supernatural,Movie,1,8.45,99579
129,Kizumonogatari I: Tekketsu-hen,Vampire,Movie,1,8.45,99579
130,Neon Genesis Evangelion: The End of Evangelion,Dementia,Movie,1,8.45,215630
130,Neon Genesis Evangelion: The End of Evangelion,Drama,Movie,1,8.45,215630
130,Neon Genesis Evangelion: The End of Evangelion,Mecha,Movie,1,8.45,215630
130,Neon Genesis Evangelion: The End of Evangelion,Psychological,Movie,1,8.45,215630
130,Neon Genesis Evangelion: The End of Evangelion,Sci-Fi,Movie,1,8.45,215630
131,Toradora!,Comedy,TV,25,8.45,633817
131,Toradora!,Romance,TV,25,8.45,633817
131,Toradora!,School,TV,25,8.45,633817
131,Toradora!,Slice of Life,TV,25,8.45,633817
132,Toki wo Kakeru Shoujo,Adventure,Movie,1,8.44,289206
132,Toki wo Kakeru Shoujo,Drama,Movie,1,8.44,289206
132,Toki wo Kakeru Shoujo,Romance,Movie,1,8.44,289206
132,Toki wo Kakeru Shoujo,Sci-Fi,Movie,1,8.44,289206
133,Tsubasa: Tokyo Revelations,Action,OVA,3,8.44,57963
133,Tsubasa: Tokyo Revelations,Adventure,OVA,3,8.44,57963
133,Tsubasa: Tokyo Revelations,Drama,OVA,3,8.44,57963
133,Tsubasa: Tokyo Revelations,Fantasy,OVA,3,8.44,57963
133,Tsubasa: Tokyo Revelations,Romance,OVA,3,8.44,57963
133,Tsubasa: Tokyo Revelations,Shounen,OVA,3,8.44,57963
134,Owarimonogatari,Comedy,TV,12,8.43,107855
134,Owarimonogatari,Mystery,TV,12,8.43,107855
134,Owarimonogatari,Supernatural,TV,12,8.43,107855
135,Rurouni Kenshin: Meiji Kenkaku Romantan,Action,TV,94,8.43,218928
135,Rurouni Kenshin: Meiji Kenkaku Romantan,Adventure,TV,94,8.43,218928
135,Rurouni Kenshin: Meiji Kenkaku Romantan,Comedy,TV,94,8.43,218928
135,Rurouni Kenshin: Meiji Kenkaku Romantan,Historical,TV,94,8.43,218928
135,Rurouni Kenshin: Meiji Kenkaku Romantan,Romance,TV,94,8.43,218928
135,Rurouni Kenshin: Meiji Kenkaku Romantan,Samurai,TV,94,8.43,218928
136,Stranger: Mukou Hadan,Action,Movie,1,8.43,125503
136,Stranger: Mukou Hadan,Adventure,Movie,1,8.43,125503
136,Stranger: Mukou Hadan,Historical,Movie,1,8.43,125503
136,Stranger: Mukou Hadan,Samurai,Movie,1,8.43,125503
137,Detective Conan Movie 06: The Phantom of Baker Street,Adventure,Movie,1,8.42,28462
137,Detective Conan Movie 06: The Phantom of Baker Street,Mystery,Movie,1,8.42,28462
137,Detective Conan Movie 06: The Phantom of Baker Street,Police,Movie,1,8.42,28462
137,Detective Conan Movie 06: The Phantom of Baker Street,Shounen,Movie,1,8.42,28462
138,Fate/stay night: Unlimited Blade Works,Action,TV,12,8.42,267484
138,Fate/stay night: Unlimited Blade Works,Fantasy,TV,12,8.42,267484
138,Fate/stay night: Unlimited Blade Works,Magic,TV,12,8.42,267484
138,Fate/stay night: Unlimited Blade Works,Shounen,TV,12,8.42,267484
138,Fate/stay night: Unlimited Blade Works,Supernatural,TV,12,8.42,267484
139,Major S1,Comedy,TV,26,8.42,41061
139,Major S1,Drama,TV,26,8.42,41061
139,Major S1,Shounen,TV,26,8.42,41061
139,Major S1,Sports,TV,26,8.42,41061
140,Mobile Suit Gundam: The Origin,Action,OVA,6,8.42,15420
140,Mobile Suit Gundam: The Origin,Mecha,OVA,6,8.42,15420
140,Mobile Suit Gundam: The Origin,Military,OVA,6,8.42,15420
140,Mobile Suit Gundam: The Origin,Sci-Fi,OVA,6,8.42,15420
140,Mobile Suit Gundam: The Origin,Shounen,OVA,6,8.42,15420
140,Mobile Suit Gundam: The Origin,Space,OVA,6,8.42,15420
141,Nanatsu no Taizai,Action,TV,24,8.42,331627
141,Nanatsu no Taizai,Adventure,TV,24,8.42,331627
141,Nanatsu no Taizai,Ecchi,TV,24,8.42,331627
141,Nanatsu no Taizai,Fantasy,TV,24,8.42,331627
141,Nanatsu no Taizai,Shounen,TV,24,8.42,331627
141,Nanatsu no Taizai,Supernatural,TV,24,8.42,331627
142,Natsume Yuujinchou,Drama,TV,13,8.42,210736
142,Natsume Yuujinchou,Fantasy,TV,13,8.42,210736
142,Natsume Yuujinchou,Shoujo,TV,13,8.42,210736
142,Natsume Yuujinchou,Slice of Life,TV,13,8.42,210736
142,Natsume Yuujinchou,Supernatural,TV,13,8.42,210736
143,One Piece Film: Strong World,Action,Movie,1,8.42,85020
143,One Piece Film: Strong World,Adventure,Movie,1,8.42,85020
143,One Piece Film: Strong World,Comedy,Movie,1,8.42,85020
143,One Piece Film: Strong World,Drama,Movie,1,8.42,85020
143,One Piece Film: Strong World,Fantasy,Movie,1,8.42,85020
143,One Piece Film: Strong World,Shounen,Movie,1,8.42,85020
144,Higurashi no Naku Koro ni Kai,Mystery,TV,24,8.41,218101
144,Higurashi no Naku Koro ni Kai,Psychological,TV,24,8.41,218101
144,Higurashi no Naku Koro ni Kai,Supernatural,TV,24,8.41,218101
144,Higurashi no Naku Koro ni Kai,Thriller,TV,24,8.41,218101
145,Hunter x Hunter OVA,Action,OVA,8,8.41,53168
145,Hunter x Hunter OVA,Adventure,OVA,8,8.41,53168
145,Hunter x Hunter OVA,Shounen,OVA,8,8.41,53168
145,Hunter x Hunter OVA,Super Power,OVA,8,8.41,53168
146,Hunter x Hunter: Greed Island Final,Action,OVA,14,8.41,55787
146,Hunter x Hunter: Greed Island Final,Adventure,OVA,14,8.41,55787
146,Hunter x Hunter: Greed Island Final,Shounen,OVA,14,8.41,55787
146,Hunter x Hunter: Greed Island Final,Super Power,OVA,14,8.41,55787
147,Kuroshitsuji: Book of Murder,Comedy,OVA,2,8.41,67261
147,Kuroshitsuji: Book of Murder,Demons,OVA,2,8.41,67261
147,Kuroshitsuji: Book of Murder,Fantasy,OVA,2,8.41,67261
147,Kuroshitsuji: Book of Murder,Historical,OVA,2,8.41,67261
147,Kuroshitsuji: Book of Murder,Mystery,OVA,2,8.41,67261
147,Kuroshitsuji: Book of Murder,Shounen,OVA,2,8.41,67261
147,Kuroshitsuji: Book of Murder,Supernatural,OVA,2,8.41,67261
148,Major S2,Comedy,TV,26,8.41,30689
148,Major S2,Drama,TV,26,8.41,30689
148,Major S2,Shounen,TV,26,8.41,30689
148,Major S2,Sports,TV,26,8.41,30689
149,One Outs,Psychological,TV,25,8.41,83056
149,One Outs,Seinen,TV,25,8.41,83056
149,One Outs,Sports,TV,25,8.41,83056
150,Beck,Comedy,TV,26,8.4,148328
150,Beck,Drama,TV,26,8.4,148328
150,Beck,Music,TV,26,8.4,148328
150,Beck,Shounen,TV,26,8.4,148328
150,Beck,Slice of Life,TV,26,8.4,148328
151,Berserk,Action,TV,25,8.4,226430
151,Berserk,Adventure,TV,25,8.4,226430
151,Berserk,Demons,TV,25,8.4,226430
151,Berserk,Drama,TV,25,8.4,226430
151,Berserk,Fantasy,TV,25,8.4,226430
151,Berserk,Horror,TV,25,8.4,226430
151,Berserk,Military,TV,25,8.4,226430
151,Berserk,Romance,TV,25,8.4,226430
151,Berserk,Seinen,TV,25,8.4,226430
151,Berserk,Supernatural,TV,25,8.4,226430
152,Cowboy Bebop: Tengoku no Tobira,Action,Movie,1,8.4,137636
152,Cowboy Bebop: Tengoku no Tobira,Drama,Movie,1,8.4,137636
152,Cowboy Bebop: Tengoku no Tobira,Mystery,Movie,1,8.4,137636
152,Cowboy Bebop: Tengoku no Tobira,Sci-Fi,Movie,1,8.4,137636
152,Cowboy Bebop: Tengoku no Tobira,Space,Movie,1,8.4,137636
153,Major S3,Drama,TV,26,8.4,29528
153,Major S3,Shounen,TV,26,8.4,29528
153,Major S3,Sports,TV,26,8.4,29528
154,Mobile Suit Gundam Unicorn,Action,OVA,7,8.4,42076
154,Mobile Suit Gundam Unicorn,Drama,OVA,7,8.4,42076
154,Mobile Suit Gundam Unicorn,Mecha,OVA,7,8.4,42076
154,Mobile Suit Gundam Unicorn,Military,OVA,7,8.4,42076
154,Mobile Suit Gundam Unicorn,Sci-Fi,OVA,7,8.4,42076
154,Mobile Suit Gundam Unicorn,Space,OVA,7,8.4,42076
155,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Drama,OVA,1,8.4,28302
155,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Fantasy,OVA,1,8.4,28302
155,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Shoujo,OVA,1,8.4,28302
155,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Slice of Life,OVA,1,8.4,28302
155,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Supernatural,OVA,1,8.4,28302
156,NHK ni Youkoso!,Comedy,TV,24,8.4,291228
156,NHK ni Youkoso!,Drama,TV,24,8.4,291228
156,NHK ni Youkoso!,Psychological,TV,24,8.4,291228
156,NHK ni Youkoso!,Romance,TV,24,8.4,291228
157,Rose of Versailles,Adventure,TV,40,8.4,32188
157,Rose of Versailles,Drama,TV,40,8.4,32188
157,Rose of Versailles,Historical,TV,40,8.4,32188
157,Rose of Versailles,Romance,TV,40,8.4,32188
157,Rose of Versailles,Shoujo,TV,40,8.4,32188
158,Sakurasou no Pet na Kanojo,Comedy,TV,24,8.4,380375
158,Sakurasou no Pet na Kanojo,Drama,TV,24,8.4,380375
158,Sakurasou no Pet na Kanojo,Romance,TV,24,8.4,380375
158,Sakurasou no Pet na Kanojo,School,TV,24,8.4,380375
158,Sakurasou no Pet na Kanojo,Slice of Life,TV,24,8.4,380375
159,Angel Beats!,Action,TV,13,8.39,717796
159,Angel Beats!,Comedy,TV,13,8.39,717796
159,Angel Beats!,Drama,TV,13,8.39,717796
159,Angel Beats!,School,TV,13,8.39,717796
159,Angel Beats!,Supernatural,TV,13,8.39,717796
160,Bakemonogatari,Mystery,TV,15,8.39,482268
160,Bakemonogatari,Romance,TV,15,8.39,482268
160,Bakemonogatari,Supernatural,TV,15,8.39,482268
160,Bakemonogatari,Vampire,TV,15,8.39,482268
161,Bungou Stray Dogs 2nd Season,Mystery,TV,12,8.39,83641
161,Bungou Stray Dogs 2nd Season,Seinen,TV,12,8.39,83641
161,Bungou Stray Dogs 2nd Season,Supernatural,TV,12,8.39,83641
162,Hajime no Ippo: Champion Road,Comedy,Special,1,8.39,47840
162,Hajime no Ippo: Champion Road,Shounen,Special,1,8.39,47840
162,Hajime no Ippo: Champion Road,Sports,Special,1,8.39,47840
163,One Piece Film: Z,Action,Movie,1,8.39,76051
163,One Piece Film: Z,Adventure,Movie,1,8.39,76051
163,One Piece Film: Z,Comedy,Movie,1,8.39,76051
163,One Piece Film: Z,Drama,Movie,1,8.39,76051
163,One Piece Film: Z,Fantasy,Movie,1,8.39,76051
163,One Piece Film: Z,Shounen,Movie,1,8.39,76051
164,Ouran Koukou Host Club,Comedy,TV,26,8.39,422271
164,Ouran Koukou Host Club,Harem,TV,26,8.39,422271
164,Ouran Koukou Host Club,Romance,TV,26,8.39,422271
164,Ouran Koukou Host Club,School,TV,26,8.39,422271
164,Ouran Koukou Host Club,Shoujo,TV,26,8.39,422271
165,Detective Conan Movie 13: The Raven Chaser,Action,Movie,1,8.38,21798
165,Detective Conan Movie 13: The Raven Chaser,Mystery,Movie,1,8.38,21798
165,Detective Conan Movie 13: The Raven Chaser,Police,Movie,1,8.38,21798
165,Detective Conan Movie 13: The Raven Chaser,Shounen,Movie,1,8.38,21798
166,Durarara!!,Action,TV,24,8.38,556431
166,Durarara!!,Mystery,TV,24,8.38,556431
166,Durarara!!,Supernatural,TV,24,8.38,556431
167,Nodame Cantabile Finale,Comedy,TV,11,8.38,67697
167,Nodame Cantabile Finale,Josei,TV,11,8.38,67697
167,Nodame Cantabile Finale,Music,TV,11,8.38,67697
167,Nodame Cantabile Finale,Romance,TV,11,8.38,67697
168,Planetes,Drama,TV,26,8.38,105044
168,Planetes,Romance,TV,26,8.38,105044
168,Planetes,Sci-Fi,TV,26,8.38,105044
168,Planetes,Seinen,TV,26,8.38,105044
168,Planetes,Space,TV,26,8.38,105044
169,Shelter,Music,Music,1,8.38,71136
169,Shelter,Sci-Fi,Music,1,8.38,71136
170,Tenkuu no Shiro Laputa,Adventure,Movie,1,8.38,151061
170,Tenkuu no Shiro Laputa,Fantasy,Movie,1,8.38,151061
170,Tenkuu no Shiro Laputa,Romance,Movie,1,8.38,151061
170,Tenkuu no Shiro Laputa,Sci-Fi,Movie,1,8.38,151061
171,Gintama: Shiroyasha Koutan,Action,Special,1,8.37,27213
171,Gintama: Shiroyasha Koutan,Comedy,Special,1,8.37,27213
171,Gintama: Shiroyasha Koutan,Historical,Special,1,8.37,27213
171,Gintama: Shiroyasha Koutan,Parody,Special,1,8.37,27213
171,Gintama: Shiroyasha Koutan,Sci-Fi,Special,1,8.37,27213
172,Hachimitsu to Clover II,Drama,TV,12,8.37,61493
172,Hachimitsu to Clover II,Josei,TV,12,8.37,61493
172,Hachimitsu to Clover II,Romance,TV,12,8.37,61493
173,InuYasha: Kanketsu-hen,Action,TV,26,8.37,99128
173,InuYasha: Kanketsu-hen,Adventure,TV,26,8.37,99128
173,InuYasha: Kanketsu-hen,Comedy,TV,26,8.37,99128
173,InuYasha: Kanketsu-hen,Demons,TV,26,8.37,99128
173,InuYasha: Kanketsu-hen,Fantasy,TV,26,8.37,99128
173,InuYasha: Kanketsu-hen,Magic,TV,26,8.37,99128
173,InuYasha: Kanketsu-hen,Romance,TV,26,8.37,99128
173,InuYasha: Kanketsu-hen,Shounen,TV,26,8.37,99128
173,InuYasha: Kanketsu-hen,Supernatural,TV,26,8.37,99128
174,Kaguya-hime no Monogatari,Fantasy,Movie,1,8.37,45547
174,Kaguya-hime no Monogatari,Historical,Movie,1,8.37,45547
175,Katekyo Hitman Reborn!,Action,TV,203,8.37,258103
175,Katekyo Hitman Reborn!,Comedy,TV,203,8.37,258103
175,Katekyo Hitman Reborn!,Shounen,TV,203,8.37,258103
175,Katekyo Hitman Reborn!,Super Power,TV,203,8.37,258103
176,Kuroshitsuji: Book of Circus,Comedy,TV,10,8.37,122895
176,Kuroshitsuji: Book of Circus,Demons,TV,10,8.37,122895
176,Kuroshitsuji: Book of Circus,Fantasy,TV,10,8.37,122895
176,Kuroshitsuji: Book of Circus,Historical,TV,10,8.37,122895
176,Kuroshitsuji: Book of Circus,Shounen,TV,10,8.37,122895
176,Kuroshitsuji: Book of Circus,Supernatural,TV,10,8.37,122895
177,Ookami to Koushinryou,Adventure,TV,13,8.37,334932
177,Ookami to Koushinryou,Fantasy,TV,13,8.37,334932
177,Ookami to Koushinryou,Historical,TV,13,8.37,334932
177,Ookami to Koushinryou,Romance,TV,13,8.37,334932
178,Boku no Hero Academia,Action,TV,13,8.36,282002
178,Boku no Hero Academia,Comedy,TV,13,8.36,282002
178,Boku no Hero Academia,School,TV,13,8.36,282002
178,Boku no Hero Academia,Shounen,TV,13,8.36,282002
178,Boku no Hero Academia,Super Power,TV,13,8.36,282002
179,Gin no Saji 2nd Season,Comedy,TV,11,8.36,67032
179,Gin no Saji 2nd Season,School,TV,11,8.36,67032
179,Gin no Saji 2nd Season,Shounen,TV,11,8.36,67032
179,Gin no Saji 2nd Season,Slice of Life,TV,11,8.36,67032
180,Little Busters!: Refrain,Comedy,TV,13,8.36,71820
180,Little Busters!: Refrain,Drama,TV,13,8.36,71820
180,Little Busters!: Refrain,Romance,TV,13,8.36,71820
180,Little Busters!: Refrain,School,TV,13,8.36,71820
180,Little Busters!: Refrain,Slice of Life,TV,13,8.36,71820
